acidity,sulfur_dioxide,density,pH,alcohol,color,quality
10,32,0.9974,3.13,9.5,red,5
7.9,45,0.9974,3.49,12.1,red,6
6.8,58,0.9997,3.46,10.2,red,5
6.8,58,0.9997,3.46,10.2,red,5
8.8,15,0.9988,3.36,9.1,red,5
8.8,15,0.9988,3.36,9.1,red,5
8.7,31,0.9976,3.27,9.3,red,6
7.6,84,0.9964,3.21,9.3,red,5
8.7,31,0.9976,3.27,9.3,red,6
10.4,19,0.9988,3.25,9.5,red,5
7.6,43,0.9964,3.32,10.5,red,6
10.1,86,1.001,3.43,11.3,red,4
7.9,102,0.9964,3.27,9.5,red,5
8.7,33,0.9954,3.27,9.7,red,5
9.6,147,0.9979,3.24,9.4,red,5
9.5,145,0.9978,3.24,9.4,red,5
7.7,23,0.9964,3.35,10.2,red,7
8.9,57,0.997,3.18,10.3,red,6
9.9,40,0.9991,3.39,9.4,red,5
9.5,68,0.9992,3.46,9.5,red,5
9.9,40,0.9991,3.39,9.4,red,5
9.5,68,0.9992,3.46,9.5,red,5
9.9,40,0.9991,3.39,9.4,red,5
7.8,11,0.9984,3.37,10.1,red,7
7.3,20,0.9972,3.4,10.1,red,5
8.3,14,0.9967,3.32,11,red,4
8.7,28,0.9964,3.33,11.2,red,7
6.7,148,0.9948,3.16,11.3,red,6
10.7,32,0.9986,2.89,9.6,red,5
9.8,155,1.001,3.41,11.2,red,5
15.9,71,0.9976,2.98,14.9,red,5
9.4,30,0.9976,3.12,12,red,6
8.6,29,0.9979,3.08,9.5,red,5
9.7,53,1.0004,3.14,9.4,red,5
10.7,32,0.9986,2.89,9.6,red,5
12,42,0.998,2.92,10.5,red,7
7.2,20,0.9973,3.32,9.6,red,6
7.1,13,0.997,3.41,11,red,4
7.2,20,0.9973,3.32,9.6,red,6
7.5,42,0.9978,3.31,9,red,5
7.2,27,0.9972,3.36,9.6,red,6
10.1,13,0.9974,3.04,10.2,red,6
12.1,54,1,3.03,10.2,red,5
9.4,48,0.9981,3.14,9.7,red,5
8.3,16,0.998,3.18,9.5,red,6
11.3,15,0.9988,2.94,9.2,red,6
10,31,0.9966,3.15,11,red,5
11.3,15,0.9988,2.94,9.2,red,6
6.9,45,0.9959,3.26,10,red,5
8.2,13,0.9968,3.2,9.5,red,5
9.8,151,0.998,3.15,9.5,red,5
8.2,13,0.9968,3.2,9.5,red,5
10.8,17,0.9984,3.08,9.3,red,6
9.3,31,0.9984,3.26,10.2,red,5
10.8,17,0.9984,3.08,9.3,red,6
8.6,31,0.9979,3.4,9.9,red,5
8.3,87,0.9983,3.48,10,red,5
10.8,49,0.9972,3.13,9.6,red,5
13.3,40,1.0004,3.06,9,red,5
8,29,0.9962,3.21,10.2,red,6
8.5,58,0.998,3.33,9.8,red,5
8.1,15,0.997,3.37,11.3,red,5
9.8,152,0.998,3.25,9.4,red,5
8.1,15,0.997,3.37,11.3,red,5
7.1,40,0.997,3.44,9.1,red,5
9.1,38,0.9998,3.28,9.7,red,5
7.7,9,0.9962,3.4,9.4,red,5
8.1,17,0.9976,3.3,9.4,red,5
7.4,14,0.9966,3.63,10.7,red,3
9.2,93,0.9998,3.48,9.8,red,5
8.6,62,0.9979,3.03,9,red,5
9,122,0.9984,3.32,9.4,red,5
9,125,0.9984,3.31,9.4,red,5
5.1,44,0.9921,3.9,12.8,red,6
7,25,0.9972,3.47,9.5,red,6
7,25,0.9972,3.47,9.5,red,6
9.4,72,1.0001,3.31,9.7,red,5
11.8,19,0.9986,3.11,10.8,red,6
10.6,88,0.9984,3.08,10.1,red,6
7,25,0.9972,3.47,9.5,red,6
7,23,0.997,3.47,9.4,red,6
7.5,84,0.9972,3.32,9.6,red,4
9.1,14,0.998,3.29,9.7,red,4
8.4,54,0.999,3.37,9.9,red,5
7,19,0.9956,3.4,10,red,5
7.4,37,0.9966,3.37,10.5,red,5
7.8,35,0.996,3.34,11.6,red,6
9.7,33,0.9983,3.27,10,red,6
10.6,84,0.9985,3.06,10.1,red,5
8.9,112,0.9998,3.38,9.5,red,5
8.7,33,0.9992,3.36,9.4,red,5
8,48,0.9976,3.34,9.4,red,5
9.9,77,0.998,3.28,9.8,red,5
7.2,34,0.9967,3.29,9.2,red,6
8,48,0.9976,3.34,9.4,red,5
7.6,49,0.9968,3.21,10,red,5
8.4,22,0.9976,3.22,9.6,red,5
7.1,45,0.9976,3.46,9.5,red,5
8.4,22,0.9976,3.22,9.6,red,5
8.9,106,0.9982,3.1,9.2,red,5
7.6,48,0.9968,3.21,10,red,5
7.1,127,0.9965,2.94,9.5,red,5
7.5,12,0.9958,3.54,11.2,red,4
9,13,0.9976,3.29,10.4,red,5
8.1,49,0.9994,3.43,11.1,red,6
6.4,11,0.997,3.46,9.5,red,5
6.4,11,0.997,3.46,9.5,red,5
6.4,58,0.995,3.61,12.7,red,6
9.5,37,0.9982,3.17,9.6,red,5
8.9,14,0.9994,3.44,11.5,red,5
7.3,19,0.9966,3.39,9.6,red,5
7,72,0.998,3.55,9.5,red,5
7.7,39,0.9987,3.48,9.3,red,5
7.7,22,0.9963,3.26,9.5,red,5
7.7,22,0.9963,3.26,9.5,red,5
8.2,58,1.0002,3.5,9.3,red,6
9,104,0.9983,3.1,9.2,red,5
9,38,0.999,3.35,9.3,red,5
8.3,16,0.9965,3.45,11.5,red,6
9.2,139,0.99788,3.21,9.5,red,5
6.5,18,0.9972,3.46,9.2,red,5
11.6,101,1.00024,3.13,10,red,5
11.1,101,1.0001,3.13,9.5,red,5
7.3,28,0.99768,3.52,9.5,red,6
8.2,57,0.9978,3.3,9,red,6
8.6,68,0.99782,3.3,9.4,red,5
7.2,31,0.99761,3.52,9.6,red,6
7.3,28,0.99768,3.52,9.5,red,6
8.3,40,0.99803,3.29,9.5,red,5
8.3,40,0.99803,3.29,9.5,red,5
7.6,66,0.99785,3.39,9.4,red,5
8.3,40,0.99803,3.29,9.5,red,5
7.8,32,0.99656,3.09,9.1,red,6
7.8,47,0.99525,3.51,10.7,red,6
6.3,33,0.99488,3.6,11.2,red,6
8.1,31,0.99656,3.25,9.8,red,5
8.1,31,0.99656,3.25,9.8,red,5
8.8,88,0.99823,3.19,9.2,red,5
9,104,0.99779,3.23,9.7,red,5
9.3,35,0.99738,3.25,9.6,red,5
8.8,19,0.99701,3.31,10,red,6
9.3,35,0.99738,3.25,9.6,red,5
9.1,44,0.99888,3.31,9.5,red,6
9.2,48,0.99888,3.31,9.5,red,6
8.8,74,0.99738,3.14,9.4,red,5
7.5,98,0.99938,3.45,9.5,red,5
7.1,94,0.99744,3.55,9.7,red,6
7.9,32,0.99668,3.39,9.6,red,5
7.1,94,0.99744,3.55,9.7,red,6
9.4,143,0.9978,3.28,9.4,red,5
9.5,144,0.99782,3.27,9.4,red,5
7.9,44,0.9973,3.3,9.5,red,6
7.9,45,0.99727,3.31,9.5,red,6
7.2,16,0.99586,3.43,10,red,5
6.9,48,0.99612,3.4,10.3,red,6
6.9,18,0.9961,3.4,10.3,red,6
8.3,34,0.99788,3.36,10.5,red,5
7.1,92,0.99745,3.5,9.8,red,5
7,45,0.99676,3.31,9.4,red,6
6.5,37,0.99732,3.66,9.8,red,5
9,96,0.99814,3.36,10,red,5
6.5,37,0.99732,3.66,9.8,red,5
7.1,85,0.99746,3.55,9.8,red,5
9.9,61,0.9982,3.21,9.5,red,5
9.9,61,0.9982,3.21,9.5,red,5
10,58,0.9991,3.18,10.1,red,6
10,58,0.9991,3.18,10.1,red,6
8.6,119,0.998,3.09,9.3,red,5
7.4,82,0.99708,3.33,9.7,red,6
8.8,130,0.99818,3.23,9.6,red,5
7.1,87,0.99745,3.48,9.7,red,6
7.7,13,0.99639,3.38,10.8,red,5
10.1,26,0.99531,3.17,12.5,red,6
10.8,60,0.99786,2.99,10.2,red,5
8.7,64,0.99746,3.1,9.6,red,5
9.3,42,0.99526,3.24,10.8,red,7
9.4,14,0.9987,3.29,10.7,red,6
9.4,14,0.9987,3.29,10.7,red,6
7.2,108,0.99641,3.25,9.4,red,5
8.6,17,0.99735,3.23,10,red,5
5.1,86,0.99264,3.56,12.9,red,7
7.7,46,0.9971,3.24,9.6,red,6
8.4,18,0.99682,3.26,9.9,red,6
8.2,10,0.99356,3.33,12.8,red,7
8.4,10,0.99386,3.27,12.5,red,7
8.2,10,0.99356,3.33,12.8,red,7
7.4,12,0.99702,3.26,9.2,red,5
7.6,15,0.99693,3.22,10.3,red,6
7.3,14,0.99562,3.3,10.5,red,5
12.9,24,1.00012,3.09,10.9,red,6
10.8,38,0.99818,3.24,10.8,red,5
6.9,7,0.99462,3.44,11.4,red,4
12.6,41,0.99939,3.21,11.3,red,6
10.8,38,0.99818,3.24,10.8,red,5
9.8,30,0.9984,3.23,10.5,red,6
10.8,27,0.99545,3.28,11.9,red,6
7.1,47,0.99632,3.29,9.4,red,5
9.1,59,0.99976,3.28,9.6,red,5
7,22,0.99606,3.34,9.7,red,5
4.9,42,0.99154,3.71,14,red,7
6.7,36,0.9973,3.61,9.8,red,5
6.7,36,0.9973,3.61,9.8,red,5
7.1,16,0.99682,3.24,10.3,red,5
7.1,37,0.99624,3.36,10.7,red,5
7.5,8,0.9951,3.4,11,red,7
7.1,37,0.99624,3.36,10.7,red,5
7.8,45,0.99417,3.46,12.7,red,8
5.9,24,0.99376,3.56,11.1,red,6
7.5,9,0.99632,3.38,10.9,red,4
5.9,24,0.99376,3.56,11.1,red,6
10.4,48,0.99832,3.38,9.9,red,3
11.6,51,0.99836,3.38,9.9,red,4
8.8,23,0.99694,3.32,9.4,red,5
7.6,55,0.99655,3.39,9.3,red,5
6.7,100,0.99064,3.26,11.7,red,7
6.7,100,0.99064,3.26,11.7,red,7
10.1,28,0.99672,3.24,11.2,red,7
6,26,0.99647,3.46,10,red,5
11.1,34,0.99736,3.24,12.1,red,7
6.6,31,0.99629,3.45,10.3,red,5
10.6,68,0.99708,3.23,10.9,red,6
7.1,92,0.9963,3.28,9.4,red,5
9.9,42,0.9959,3.18,10.6,red,6
6.4,31,0.99689,3.59,9.8,red,5
6.4,31,0.99689,3.59,9.8,red,5
7.4,39,0.9977,3.5,9.9,red,6
6.4,31,0.99689,3.59,9.8,red,5
6.4,32,0.99689,3.58,9.8,red,5
9.3,22,0.99708,3.28,9.5,red,5
9.3,22,0.99708,3.28,9.5,red,5
8,122,0.99801,3.22,9.7,red,5
9.3,55,0.99652,3.47,10.9,red,6
9.3,55,0.99652,3.47,10.9,red,6
7.6,14,0.99538,3.51,11.7,red,7
9.3,55,0.99652,3.47,10.9,red,6
8.2,47,0.99594,3.4,11.3,red,7
11.7,32,0.99686,3.15,10.6,red,7
6.8,24,0.99438,3.4,11.2,red,6
7.2,85,0.99746,3.51,9.5,red,5
5.8,88,0.99357,3.66,11.5,red,6
7.5,25,0.99628,3.24,10.4,red,5
7.2,84,0.99746,3.51,9.7,red,5
7.2,85,0.99746,3.51,9.5,red,5
7.2,86,0.99748,3.51,9.7,red,5
6.8,24,0.99438,3.41,11.3,red,6
6.9,22,0.99438,3.4,11.2,red,6
6.8,24,0.99438,3.4,11.2,red,6
7.6,43,0.99578,3.44,10.9,red,6
7.7,43,0.99371,3.41,11.8,red,6
6.9,46,0.99522,3.53,10.6,red,5
7.3,48,0.99576,3.43,10,red,4
9.1,10,0.99552,3.23,11.1,red,7
10.4,10,0.99664,3.12,11.8,red,7
8.8,16,0.99614,3.31,11.8,red,7
7.1,14,0.99517,3.4,10.9,red,4
7.7,43,0.99371,3.41,11.8,red,6
8.8,69,0.99787,3.22,10,red,6
7.2,88,0.99745,3.53,9.5,red,5
9.2,21,0.99576,3.15,9.9,red,5
7.6,35,0.99533,3.48,11.4,red,6
8.4,26,0.99536,3.22,12,red,6
7.2,88,0.99745,3.53,9.5,red,5
8.8,69,0.99787,3.22,10,red,6
8.9,30,0.99824,3.34,10.5,red,5
9,28,0.99836,3.33,10.4,red,6
10.7,56,0.99577,3.15,12.1,red,7
6.8,64,0.99491,3.43,11.2,red,6
10.7,99,1.00289,3.22,9.3,red,5
7.2,52,0.99576,3.44,10.1,red,5
7.2,86,0.99743,3.53,9.7,red,5
10.1,18,0.99774,3.22,9.3,red,6
7.2,86,0.99743,3.53,9.7,red,5
7.2,88,0.99745,3.53,9.8,red,6
7.1,43,0.9955,3.42,10.7,red,6
8.3,43,0.99444,3.31,12.5,red,7
7.1,43,0.9955,3.42,10.7,red,6
8.3,43,0.99444,3.31,12.5,red,7
8.3,11,0.99892,3.48,11,red,3
8.9,39,0.99562,3.4,11.8,red,5
7.4,33,0.99736,3.58,10.8,red,7
7.4,33,0.99736,3.58,10.8,red,7
6.8,18,0.9962,3.41,10.8,red,7
6.8,18,0.9962,3.41,10.8,red,7
9.2,115,0.998,3.23,9.5,red,5
7.2,78,0.9964,3.39,11,red,5
6.1,9,0.9948,3.59,11.5,red,6
7.4,61,0.99528,3.43,10.8,red,6
7.3,11,0.99331,3.29,11.5,red,6
9.3,11,0.99577,3.23,13.2,red,6
9.1,9,0.99901,3.18,10.9,red,6
10,8,0.99674,3.33,12.2,red,6
9.4,10,0.99639,3.27,12.2,red,7
7.3,11,0.99331,3.29,11.5,red,6
8.6,6,0.99512,3.27,11.9,red,6
5.3,62,0.99395,3.62,11,red,5
6.8,45,0.99824,3.38,10.1,red,6
8.4,79,0.9964,3.3,11,red,6
8.4,46,0.99504,3.38,11.8,red,6
9.6,23,0.99786,3.24,10.5,red,5
8.4,79,0.9964,3.3,11,red,6
8.4,46,0.99504,3.38,11.8,red,6
6.8,45,0.99824,3.38,10.1,red,6
8.6,28,0.99516,3.18,11.2,red,5
8.6,77,0.99604,3.47,11,red,7
9.4,73,0.99786,3.47,10.2,red,6
8.4,75,0.99736,3.2,9.2,red,4
8.6,28,0.99516,3.18,11.2,red,5
8.7,19,0.99468,3.3,12,red,7
6.6,25,0.99746,3.69,10.5,red,5
7.4,38,0.99748,3.48,9.8,red,5
7.6,66,0.9971,3.45,9.5,red,6
7.4,38,0.99748,3.48,9.8,red,5
6.6,25,0.99746,3.69,10.5,red,5
8.8,72,0.99543,3.39,11.8,red,6
8.8,72,0.99543,3.39,11.8,red,6
12,26,0.99791,3.07,10.4,red,4
7.2,42,0.99356,3.34,12.9,red,7
6.2,11,0.99425,3.61,11.4,red,5
9.6,25,0.99509,3.36,12.4,red,7
9.9,17,0.99484,3.19,12.5,red,7
10.1,52,0.99834,3.22,10,red,7
9.8,45,0.99864,3.24,9.7,red,7
8.3,24,0.99498,3.27,12.1,red,7
10.2,20,0.99566,3.14,11.1,red,7
10.2,24,0.99745,3.29,12,red,7
8.3,12,0.99408,3.26,12.4,red,7
8.9,21,0.99552,3.41,11.9,red,7
8.9,21,0.99552,3.41,11.9,red,7
8.9,21,0.99552,3.41,11.9,red,7
8.3,12,0.99408,3.26,12.4,red,7
8.2,10,0.99536,3.31,11.2,red,7
10.2,9,0.99458,3.2,12.1,red,7
7.6,11,0.99538,3.44,12.2,red,6
8.5,23,0.99648,3.36,10.4,red,5
9,10,0.99568,3.31,11.3,red,6
9.5,51,0.99613,3.29,11.1,red,6
6.4,36,0.99519,3.47,11.3,red,7
8,32,0.99735,3.36,10,red,5
8.5,38,0.99518,3.16,11.1,red,6
7.1,18,0.99592,3.27,9.3,red,5
6.6,16,0.99654,3.38,9.5,red,5
8.8,27,0.99546,3.15,11.2,red,6
8.5,38,0.99518,3.16,11.1,red,6
8.3,48,0.99554,3.34,11,red,6
9,10,0.99604,3.13,11.9,red,7
8.5,113,0.99733,3.13,9.2,red,5
9,46,0.9943,3.2,12.2,red,6
6.7,22,0.99669,3.46,10.2,red,5
10.4,10,0.99724,3.33,10.9,red,6
10.4,10,0.99724,3.33,10.9,red,6
10.1,13,0.99643,3.22,11.6,red,7
8.5,12,0.99605,3.52,10.7,red,5
8.8,13,0.99658,3.3,12.1,red,7
7.2,72,0.997,3.44,9.4,red,5
7.2,72,0.997,3.44,9.4,red,5
8.4,119,0.99801,3.15,9.1,red,5
7,29,0.99416,3.28,11.3,red,7
12.2,6,0.9969,3.13,10.4,red,5
9.1,17,0.99774,3.32,10.5,red,6
9.5,28,0.99712,3.25,10,red,5
7.3,70,0.99418,3.34,12.9,red,6
9.1,17,0.99774,3.32,10.5,red,6
12.2,6,0.9969,3.13,10.4,red,5
7.4,11,0.99562,3.45,11.3,red,6
9.8,7,0.9947,3.19,11.4,red,7
7.1,70,0.99693,3.44,9.4,red,5
7.7,27,0.99596,3.16,9.4,red,5
9.7,21,0.99556,3.14,10.9,red,6
7.7,27,0.99596,3.16,9.4,red,5
7.1,68,0.99694,3.45,9.4,red,5
6.5,47,0.99554,3.36,9.4,red,6
7.1,68,0.99694,3.45,9.4,red,5
10,88,0.99918,3.15,9.4,red,5
7.7,41,0.99697,3.39,10.1,red,6
5.6,11,0.99378,3.71,12.8,red,7
5.6,11,0.99378,3.71,12.8,red,7
8.9,10,0.99554,3.12,9.1,red,6
6.4,12,0.99162,3.47,12.9,red,6
7.5,12,0.99495,3.44,11.5,red,7
9.9,47,0.99676,3.26,10.6,red,7
9.1,27,0.99516,3.26,11.7,red,7
6.8,8,0.9928,3.36,12.8,red,7
8.2,45,0.99603,3.25,10.3,red,5
6.8,8,0.9928,3.36,12.8,red,7
9.1,27,0.99516,3.26,11.7,red,7
9.1,25,0.99516,3.26,11.7,red,7
8.9,24,0.99549,3.23,12,red,7
9.6,55,0.99722,3.18,10.9,red,5
8.9,12,0.99354,3.25,12.3,red,7
8.9,19,0.9957,3.17,10.4,red,6
7.7,32,0.99604,3.23,10,red,5
7.5,31,0.99635,3.38,10,red,6
8,7,0.99454,3.22,11.2,red,6
10.5,27,0.99598,3.06,11.4,red,6
8.9,28,0.99486,3.27,12.6,red,7
8,109,0.99007,2.89,12.7,red,6
8,109,0.99007,2.89,12.7,red,6
7,23,0.99636,3.53,10.4,red,5
11.3,8,0.99642,3.2,11.9,red,6
11.3,8,0.99642,3.2,11.9,red,6
7,9,0.99584,3.35,10.5,red,5
8.2,9,0.99506,3.27,12.3,red,6
7.7,18,0.99568,3.32,10.5,red,7
8.6,43,0.99822,3.33,10.4,red,6
7.9,36,0.99364,3.41,12.6,red,6
6.4,52,0.99378,3.49,11.6,red,5
7.2,68,0.99586,3.37,10.1,red,6
7.7,18,0.99568,3.32,10.5,red,7
7.1,14,0.99488,3.42,11.5,red,7
7.3,15,0.99514,3.35,11,red,7
8.1,14,0.99854,3.36,9.6,red,5
7.5,27,0.99592,3.3,10.4,red,6
8.9,48,0.99739,3.2,9.7,red,6
10.1,17,0.99683,3.17,10.6,red,7
7.6,35,0.99356,3.22,12.5,red,7
7.3,56,0.99672,3.35,9.2,red,5
8.7,42,0.9953,3.24,12.6,red,7
8.9,39,0.99692,3.33,11.1,red,6
7.4,32,0.99756,3.58,10.2,red,5
6.9,26,0.99547,3.38,9.8,red,6
8.9,39,0.99692,3.33,11.1,red,6
9.5,39,0.99859,3.29,10.9,red,7
6.4,53,0.99294,3.36,12.2,red,6
6.9,38,0.99438,3.32,11.4,red,6
7.6,45,0.99612,3.31,10.7,red,6
7.1,51,0.99634,3.49,10.4,red,5
9.3,14,0.99702,3.27,10.9,red,6
9.3,17,0.99704,3.27,10.8,red,6
7.1,51,0.99634,3.49,10.4,red,5
8.5,45,0.99702,3.03,9.2,red,5
5.6,25,0.99258,3.56,12.9,red,5
8.3,20,0.99426,3.38,12.7,red,7
8.2,77,0.99747,3.13,9.1,red,6
8.2,77,0.99747,3.13,9.1,red,6
8.9,10,0.99586,3.21,12.1,red,7
7.6,90,0.99784,3.15,9.1,red,5
9.9,52,0.9971,3.19,11.6,red,7
8.9,10,0.99586,3.21,12.1,red,7
11.6,8,0.9981,3.14,9.9,red,6
9.1,16,0.99462,3.21,12.5,red,8
8,15,0.9956,3.3,11.4,red,6
10.2,17,0.99565,3.22,11.8,red,6
8.2,10,0.99418,3.28,11.8,red,6
7.7,20,0.9963,3.29,10.2,red,6
6.6,26,0.99358,3.4,12.5,red,7
11.1,10,0.99572,3.02,10.9,red,7
11.1,10,0.99572,3.02,10.9,red,7
8,52,0.997,3.31,10.8,red,5
9.3,37,0.99498,3.18,11.1,red,7
7.5,92,0.99892,3.2,9.2,red,5
7.2,75,0.9968,3.4,9.5,red,6
8,37,0.9972,3.31,10.7,red,6
7.5,92,0.99892,3.2,9.2,red,5
9.1,67,0.99769,3.44,10.2,red,7
9.9,8,0.99534,3.15,11.4,red,6
8.6,8,0.99817,3.27,11,red,5
8.6,8,0.99817,3.27,11,red,5
7.9,278,0.99316,3.01,12.3,red,7
10.3,8,0.99471,3.16,11.8,red,6
7.9,289,0.99316,3.01,12.3,red,7
7.2,70,0.99685,3.42,9.5,red,6
8.7,59,0.99617,3.33,12,red,6
7.2,70,0.99685,3.42,9.5,red,6
6.8,64,0.99529,3.12,9.6,red,5
8.5,9,0.99738,3.38,11.6,red,7
7.9,30,0.994,3.29,11.2,red,6
11.6,41,0.99735,3.02,9.9,red,7
11.6,41,0.99735,3.02,9.9,red,7
10,74,0.99451,2.98,11.8,red,8
7.9,19,0.99546,3.35,11.4,red,6
7,16,0.99479,3.43,11.5,red,6
9.2,31,0.99615,3.33,12,red,7
6.6,17,0.99655,3.35,10.8,red,6
9.4,20,0.99772,3.15,10.5,red,5
6.6,17,0.99655,3.35,10.8,red,6
8.6,18,0.99666,3.2,9.4,red,5
8,16,0.99358,3.15,12.5,red,7
8.6,18,0.99666,3.2,9.4,red,5
8.4,36,0.99392,3.11,12.4,red,6
7.4,25,0.99388,3.35,12,red,6
6.1,30,0.99402,3.45,11.2,red,6
7.4,25,0.99388,3.35,12,red,6
8,25,0.9936,3.28,12.4,red,6
6.3,49,0.99374,3.41,12.8,red,5
8.2,17,0.99376,3.21,12.3,red,6
9.1,24,0.99523,3.27,11.7,red,7
8.1,13,0.99855,3.36,9.5,red,5
10.8,66,0.9982,3.17,10.8,red,6
8.3,14,0.99593,3.25,10,red,6
5.4,55,0.99471,3.78,12.3,red,7
7.9,35,0.99396,3.29,11,red,6
8.9,10,0.99698,3.12,9.5,red,6
5,80,0.9902,3.49,13.6,red,6
7,21,0.99572,3.38,11.3,red,6
7,21,0.99572,3.38,11.3,red,6
7,21,0.99572,3.38,11.3,red,6
7.1,24,0.99252,3.3,13.3,red,6
5.6,15,0.99256,3.52,12.9,red,5
7.9,17,0.99235,3.2,13.1,red,8
6.6,28,0.99352,3.44,12.3,red,6
6.3,33,0.9922,3.45,12.3,red,6
10.7,29,0.99674,3.12,11.2,red,6
6.5,13,0.99557,3.62,11.5,red,4
8.8,27,0.99394,3.14,11.3,red,7
5.8,11,0.9915,3.39,13.5,red,6
6.3,52,0.99379,3.51,11.5,red,6
10,89,0.9984,3.22,10,red,5
10.5,70,0.99798,3.21,10.5,red,6
9.1,10,0.9977,3.18,10.4,red,6
5.9,135,0.99341,3.32,9.5,red,5
7.4,38,0.9933,3.38,13.6,red,7
7.2,18,0.99684,3.37,11.2,red,7
8.5,15,0.99524,3.3,11.8,red,7
8,50,0.9946,3.38,11.9,red,6
10.4,13,0.99774,3.22,11.4,red,6
10.4,13,0.99774,3.22,11.4,red,6
7.5,94,0.99786,3.14,9.1,red,5
8.2,86,0.99764,3.34,9.5,red,6
7.3,79,0.9969,3.41,9.5,red,6
8.2,71,0.99624,3.27,11,red,6
6.9,12,0.99354,3.3,11.4,red,6
7,20,0.99672,3.61,10,red,6
7.3,70,0.99588,3.43,10.1,red,5
8.2,51,0.99672,3.53,10.4,red,6
7.8,21,0.996,3.28,9.8,red,6
10,14,0.99702,3.21,11.8,red,7
7.8,21,0.99526,3.39,11.6,red,6
10,11,0.99585,3.23,12,red,6
8.2,12,0.99473,3.3,12.8,red,7
6.1,70,0.99352,3.46,12.5,red,6
8.3,38,0.99616,3.15,9.8,red,5
9.6,38,0.99622,3.23,11.1,red,6
6.6,63,0.99544,3.59,11.4,red,6
8.3,38,0.99616,3.15,9.8,red,5
8.5,88,0.99524,3.33,11.8,red,7
5.1,101,0.9924,3.46,12.9,red,7
6.7,54,0.99572,3.42,10.6,red,6
10.2,37,0.99728,3.16,10.8,red,5
10.6,20,0.99676,3.14,11.1,red,7
8.8,21,0.99551,3.21,10.2,red,6
8.5,19,0.99434,3.14,11.8,red,7
9,21,0.99692,3.29,10,red,5
9,21,0.99692,3.29,10,red,5
8.5,38,0.99634,3.01,9.4,red,5
9.9,60,0.99709,2.94,10.2,red,5
8.2,48,0.99528,3.32,12.4,red,7
6.5,44,0.99384,3.21,12,red,6
7.6,14,0.99502,3.32,11.5,red,6
9.2,12,0.99667,3.2,10.5,red,6
7.1,44,0.99522,3.42,10.8,red,6
9.7,16,0.99649,3.27,12.3,red,6
7.6,65,0.99716,3.46,9.5,red,6
7.6,65,0.99716,3.46,9.5,red,6
6.5,59,0.99541,3.61,11.5,red,6
6.5,47,0.99572,3.58,11.2,red,4
7.1,11,0.99318,3.35,12.7,red,7
5.6,78,0.99346,3.68,11.4,red,5
8.2,47,0.99599,3.27,11,red,6
8.2,47,0.99599,3.27,11,red,6
9.8,11,0.99478,3.19,11.4,red,5
10.2,54,0.99754,3.38,10.5,red,6
6.8,61,0.99572,3.29,9.3,red,5
6.7,119,0.99538,3.36,10.9,red,5
7,39,0.99346,3.33,11.9,red,6
6.6,12,0.9963,3.52,12.2,red,5
7,39,0.99346,3.33,11.9,red,6
6.7,119,0.99538,3.36,10.9,red,5
8.8,19,0.99616,3.3,9.6,red,4
9.1,20,0.99652,3.28,12.5,red,6
6.5,12,0.99551,3.56,10.8,red,5
7.2,41,0.99439,3.52,12.4,red,7
6.4,12,0.99551,3.56,10.8,red,5
7,64,0.99588,3.22,9.5,red,6
6.2,56,0.99633,3.52,9.5,red,6
7.9,94,0.99686,3.21,9.5,red,6
7.7,9,0.99458,3.16,9.8,red,6
7.7,77,0.9951,3.15,10.9,red,6
7.9,94,0.99686,3.21,9.5,red,6
7.7,9,0.99458,3.16,9.8,red,6
7.9,10,0.99419,3.27,11.2,red,7
8.6,12,0.99516,3.35,11.7,red,8
9.9,76,0.99878,3.14,9.4,red,5
7.2,44,0.99534,3.4,11,red,7
7.2,44,0.99534,3.4,11,red,7
7.2,44,0.99534,3.4,11,red,7
9.9,52,0.99752,3.35,10,red,5
7.2,44,0.99534,3.4,11,red,7
6.2,24,0.99428,3.45,11.2,red,7
6.8,15,0.99498,3.35,10.4,red,6
6.6,53,0.9957,3.32,9.3,red,5
6.8,15,0.99498,3.35,10.4,red,6
9.6,13,0.99659,3.15,10.5,red,6
10.2,9,0.99628,3.1,10.4,red,6
8.8,29,0.99488,3.26,11.3,red,6
7.9,79,0.99677,3.29,9.5,red,6
8.2,74,0.99408,3.23,12,red,6
8.2,24,0.996,3.24,10.6,red,6
9,50,0.99478,3.2,10.9,red,6
10.9,44,0.99734,3.28,11.5,red,6
10.9,44,0.99734,3.28,11.5,red,6
8.1,89,0.99678,3.26,9.6,red,6
10.5,23,0.99638,3.23,12,red,6
12.6,20,0.9992,3.07,10.3,red,6
9.2,77,0.99922,3.15,9.4,red,5
7.5,46,0.99592,3.02,9.2,red,5
9,21,0.99769,3.27,9.6,red,5
5.1,88,0.99157,3.68,13.6,red,7
7.6,66,0.99718,3.4,9.5,red,5
7.7,58,0.9947,3.37,11.8,red,6
7.8,90,0.99621,3.38,10.8,red,5
7.6,66,0.99718,3.4,9.5,red,5
10.2,36,0.99614,3.23,9.3,red,4
7.1,18,0.99242,3.39,12.8,red,6
6,113,0.99572,3.3,11.5,red,4
7.8,17,0.99659,3.26,9.4,red,6
7.1,18,0.99242,3.39,12.8,red,6
8.1,24,0.99798,3.38,9.6,red,4
6.5,20,0.99488,3.45,11.8,red,4
7.5,60,0.99494,3.1,9.3,red,5
9.8,65,0.99729,3.16,9.8,red,5
